,UF,Tem Celular,Tem Rádio,Tem Televisão em Cores,RM domiciliar per capita,Regiao
11640,15,Sim,Sim,Sim,896.0,Norte
11642,15,Sim,Não,Não,337.0,Norte
11643,15,Sim,Sim,Sim,500.0,Norte
11645,15,Sim,Não,Sim,175.0,Norte
11649,15,Sim,Não,Sim,112.0,Norte
11650,15,Sim,Não,Sim,282.0,Norte
11652,15,Sim,Não,Sim,1250.0,Norte
11653,15,Sim,Não,Sim,875.0,Norte
11654,15,Sim,Não,Sim,447.0,Norte
11656,15,Sim,Sim,Sim,403.0,Norte
11657,15,Sim,Sim,Sim,299.0,Norte
11658,15,Sim,Sim,Sim,700.0,Norte
11662,15,Sim,Sim,Sim,278.0,Norte
11663,15,Sim,Não,Sim,337.0,Norte
11664,15,Sim,Sim,Sim,1388.0,Norte
11665,15,Sim,Sim,Sim,225.0,Norte
11666,15,Sim,Não,Sim,294.0,Norte
11668,15,Sim,Não,Sim,333.0,Norte
11669,15,Sim,Não,Sim,887.0,Norte
11670,15,Sim,Não,Sim,1100.0,Norte
11672,15,Sim,Sim,Sim,628.0,Norte
11673,15,Sim,Sim,Sim,283.0,Norte
11674,15,Sim,Não,Sim,1675.0,Norte
11675,15,Sim,Não,Sim,460.0,Norte
11676,15,Sim,Sim,Sim,2350.0,Norte
11677,15,Sim,Sim,Sim,789.0,Norte
11678,15,Sim,Sim,Sim,650.0,Norte
11679,15,Sim,Não,Sim,933.0,Norte
11680,15,Sim,Não,Sim,700.0,Norte
11681,15,Sim,Sim,Sim,2440.0,Norte
11682,15,Sim,Não,Não,600.0,Norte
11684,15,Sim,Sim,Sim,1125.0,Norte
11699,15,Sim,Não,Sim,3000.0,Norte
11700,15,Sim,Sim,Sim,8000.0,Norte
11702,15,Sim,Não,Sim,2050.0,Norte
11706,15,Sim,Sim,Sim,614.0,Norte
11707,15,Sim,Sim,Sim,3350.0,Norte
11708,15,Sim,Sim,Sim,2000.0,Norte
11711,15,Sim,Sim,Sim,1500.0,Norte
11713,15,Sim,Sim,Sim,4000.0,Norte
11714,15,Sim,Sim,Sim,1000.0,Norte
11718,15,Sim,Não,Sim,1000.0,Norte
11721,15,Sim,Sim,Sim,900.0,Norte
11723,15,Sim,Sim,Sim,1596.0,Norte
11724,15,Sim,Não,Sim,2370.0,Norte
11725,15,Sim,Sim,Sim,716.0,Norte
11726,15,Sim,Sim,Sim,422.0,Norte
11727,15,Sim,Sim,Sim,3000.0,Norte
11728,15,Sim,Não,Sim,1000.0,Norte
11730,15,Sim,Não,Sim,1042.0,Norte
11731,15,Sim,Não,Sim,733.0,Norte
11733,15,Sim,Sim,Sim,2300.0,Norte
11735,15,Sim,Não,Sim,2101.0,Norte
11736,15,Sim,Não,Sim,10000.0,Norte
11738,15,Sim,Não,Sim,5200.0,Norte
11739,15,Sim,Não,Sim,2809.0,Norte
11740,15,Sim,Sim,Sim,2172.0,Norte
11741,15,Sim,Não,Não,322.0,Norte
11742,15,Sim,Não,Sim,975.0,Norte
11745,15,Sim,Não,Sim,891.0,Norte
11746,15,Sim,Sim,Sim,1300.0,Norte
11747,15,Sim,Sim,Sim,829.0,Norte
11748,15,Sim,Sim,Sim,800.0,Norte
11749,15,Sim,Sim,Sim,1238.0,Norte
11750,15,Sim,Sim,Sim,1034.0,Norte
11751,15,Sim,Sim,Sim,1066.0,Norte
11752,15,Sim,Sim,Sim,750.0,Norte
11753,15,Sim,Não,Sim,1500.0,Norte
11755,15,Sim,Não,Sim,5000.0,Norte
11756,15,Sim,Sim,Sim,2364.0,Norte
11757,15,Sim,Não,Sim,4000.0,Norte
11758,15,Sim,Sim,Sim,1200.0,Norte
11760,15,Sim,Não,Sim,1000.0,Norte
11761,15,Sim,Sim,Sim,1182.0,Norte
11762,15,Sim,Não,Sim,550.0,Norte
11763,15,Sim,Sim,Sim,311.0,Norte
11764,15,Sim,Não,Sim,369.0,Norte
11765,15,Sim,Sim,Sim,2500.0,Norte
11766,15,Sim,Não,Sim,696.0,Norte
11767,15,Sim,Não,Sim,650.0,Norte
11768,15,Sim,Sim,Sim,539.0,Norte
11771,15,Sim,Sim,Sim,2600.0,Norte
11773,15,Sim,Não,Sim,337.0,Norte
11774,15,Sim,Não,Sim,698.0,Norte
11775,15,Sim,Sim,Sim,677.0,Norte
11776,15,Sim,Não,Sim,897.0,Norte
11777,15,Sim,Sim,Sim,42.0,Norte
11778,15,Sim,Sim,Sim,2072.0,Norte
11779,15,Sim,Sim,Sim,679.0,Norte
11782,15,Sim,Sim,Sim,1366.0,Norte
11784,15,Sim,Sim,Sim,3325.0,Norte
11786,15,Sim,Não,Sim,2366.0,Norte
11787,15,Sim,Sim,Sim,1229.0,Norte
11790,15,Sim,Sim,Sim,2554.0,Norte
11792,15,Sim,Sim,Sim,1396.0,Norte
11793,15,Sim,Sim,Sim,4144.0,Norte
11796,15,Sim,Não,Sim,600.0,Norte
11797,15,Sim,Sim,Sim,396.0,Norte
11799,15,Sim,Não,Sim,1096.0,Norte
11800,15,Sim,Não,Sim,1000.0,Norte
11802,15,Sim,Sim,Não,725.0,Norte
11804,15,Sim,Não,Sim,2100.0,Norte
11808,15,Sim,Não,Sim,937.0,Norte
11810,15,Sim,Sim,Sim,200.0,Norte
11819,15,Sim,Sim,Sim,2700.0,Norte
11823,15,Sim,Sim,Sim,1366.0,Norte
11830,15,Sim,Sim,Sim,1210.0,Norte
11833,15,Sim,Não,Sim,788.0,Norte
11837,15,Sim,Sim,Sim,844.0,Norte
11838,15,Sim,Sim,Não,700.0,Norte
11839,15,Sim,Não,Sim,1133.0,Norte
11840,15,Sim,Não,Sim,1230.0,Norte
11841,15,Sim,Não,Sim,262.0,Norte
11842,15,Sim,Sim,Sim,1283.0,Norte
11843,15,Sim,Não,Sim,445.0,Norte
11844,15,Sim,Sim,Sim,1960.0,Norte
11845,15,Sim,Sim,Sim,947.0,Norte
11846,15,Sim,Sim,Sim,1200.0,Norte
11847,15,Sim,Não,Sim,546.0,Norte
11848,15,Sim,Sim,Sim,833.0,Norte
11849,15,Sim,Sim,Sim,3000.0,Norte
11850,15,Sim,Não,Sim,1576.0,Norte
11851,15,Sim,Sim,Sim,625.0,Norte
11852,15,Sim,Sim,Sim,981.0,Norte
11853,15,Sim,Sim,Sim,1150.0,Norte
11854,15,Sim,Sim,Sim,381.0,Norte
11855,15,Sim,Não,Sim,560.0,Norte
11856,15,Sim,Sim,Sim,1250.0,Norte
11857,15,Sim,Não,Sim,933.0,Norte
11858,15,Sim,Sim,Sim,1500.0,Norte
11860,15,Sim,Sim,Sim,692.0,Norte
11861,15,Sim,Sim,Sim,4300.0,Norte
11862,15,Sim,Sim,Sim,1333.0,Norte
11863,15,Sim,Sim,Sim,833.0,Norte
11864,15,Sim,Sim,Sim,1279.0,Norte
11868,15,Sim,Sim,Sim,166.0,Norte
11869,15,Sim,Sim,Sim,400.0,Norte
11870,15,Sim,Não,Sim,933.0,Norte
11871,15,Sim,Não,Sim,429.0,Norte
11873,15,Sim,Sim,Sim,333.0,Norte
11876,15,Sim,Sim,Sim,500.0,Norte
11877,15,Sim,Sim,Sim,2500.0,Norte
11878,15,Sim,Não,Sim,282.0,Norte
11880,15,Sim,Não,Sim,200.0,Norte
11882,15,Sim,Não,Sim,462.0,Norte
11884,15,Sim,Não,Sim,262.0,Norte
11885,15,Sim,Sim,Sim,2260.0,Norte
11886,15,Sim,Não,Sim,894.0,Norte
11887,15,Sim,Sim,Sim,462.0,Norte
11888,15,Sim,Não,Sim,617.0,Norte
11889,15,Sim,Não,Sim,500.0,Norte
11890,15,Sim,Sim,Sim,592.0,Norte
11891,15,Sim,Sim,Sim,887.0,Norte
11892,15,Sim,Não,Sim,530.0,Norte
11893,15,Sim,Sim,Não,737.0,Norte
11894,15,Sim,Sim,Sim,706.0,Norte
11897,15,Sim,Sim,Sim,556.0,Norte
11898,15,Sim,Sim,Sim,360.0,Norte
11899,15,Sim,Não,Sim,996.0,Norte
11903,15,Sim,Não,Sim,298.0,Norte
11905,15,Sim,Não,Sim,46.0,Norte
11907,15,Sim,Sim,Sim,985.0,Norte
11908,15,Sim,Não,Sim,1289.0,Norte
11909,15,Não,Sim,Sim,300.0,Norte
11911,15,Sim,Não,Sim,251.0,Norte
11913,15,Sim,Não,Não,1100.0,Norte
11914,15,Sim,Sim,Sim,193.0,Norte
11916,15,Sim,Sim,Sim,827.0,Norte
11917,15,Sim,Não,Sim,450.0,Norte
11918,15,Sim,Sim,Sim,794.0,Norte
11919,15,Sim,Sim,Sim,416.0,Norte
11920,15,Sim,Sim,Sim,788.0,Norte
11921,15,Não,Não,Não,500.0,Norte
11922,15,Sim,Não,Sim,255.0,Norte
11923,15,Sim,Sim,Sim,494.0,Norte
11924,15,Sim,Sim,Sim,933.0,Norte
11925,15,Sim,Não,Sim,262.0,Norte
11927,15,Sim,Não,Sim,1475.0,Norte
11928,15,Sim,Sim,Sim,2450.0,Norte
11929,15,Sim,Sim,Sim,200.0,Norte
11930,15,Sim,Sim,Sim,1021.0,Norte
11931,15,Sim,Sim,Sim,733.0,Norte
11932,15,Sim,Sim,Sim,2100.0,Norte
11933,15,Não,Sim,Sim,1088.0,Norte
11934,15,Sim,Não,Sim,750.0,Norte
11935,15,Não,Não,Sim,694.0,Norte
11936,15,Sim,Não,Sim,250.0,Norte
11937,15,Sim,Não,Sim,466.0,Norte
11939,15,Sim,Sim,Sim,266.0,Norte
11940,15,Sim,Sim,Sim,100.0,Norte
11941,15,Sim,Sim,Sim,700.0,Norte
11942,15,Sim,Sim,Sim,497.0,Norte
11943,15,Sim,Sim,Sim,491.0,Norte
11945,15,Sim,Não,Sim,612.0,Norte
11947,15,Sim,Não,Sim,700.0,Norte
11948,15,Sim,Não,Sim,3000.0,Norte
11951,15,Sim,Não,Sim,404.0,Norte
11952,15,Sim,Não,Sim,1333.0,Norte
11953,15,Sim,Não,Sim,788.0,Norte
11955,15,Sim,Sim,Sim,400.0,Norte
11956,15,Sim,Não,Sim,350.0,Norte
11957,15,Sim,Sim,Sim,662.0,Norte
11958,15,Sim,Sim,Sim,381.0,Norte
11959,15,Sim,Sim,Sim,296.0,Norte
11962,15,Sim,Não,Sim,75.0,Norte
11963,15,Sim,Não,Sim,149.0,Norte
11964,15,Sim,Sim,Sim,1100.0,Norte
11965,15,Sim,Sim,Sim,335.0,Norte
11967,15,Sim,Sim,Sim,359.0,Norte
11969,15,Sim,Não,Sim,315.0,Norte
11970,15,Sim,Não,Sim,788.0,Norte
11972,15,Sim,Sim,Sim,1472.0,Norte
11973,15,Sim,Não,Sim,937.0,Norte
11974,15,Sim,Sim,Sim,475.0,Norte
11976,15,Sim,Não,Sim,56.0,Norte
11978,15,Não,Sim,Sim,1000.0,Norte
11979,15,Sim,Sim,Sim,394.0,Norte
11980,15,Sim,Não,Sim,1000.0,Norte
11981,15,Sim,Sim,Sim,2150.0,Norte
11982,15,Sim,Não,Sim,750.0,Norte
11987,15,Sim,Sim,Sim,644.0,Norte
11988,15,Sim,Sim,Sim,866.0,Norte
11990,15,Sim,Sim,Sim,475.0,Norte
11995,15,Sim,Sim,Sim,560.0,Norte
11996,15,Sim,Sim,Sim,894.0,Norte
11997,15,Sim,Sim,Sim,529.0,Norte
11998,15,Não,Sim,Sim,1000.0,Norte
11999,15,Sim,Não,Sim,311.0,Norte
12001,15,Sim,Não,Sim,788.0,Norte
12002,15,Sim,Sim,Sim,1300.0,Norte
12003,15,Sim,Não,Sim,372.0,Norte
12004,15,Sim,Sim,Sim,1000.0,Norte
12006,15,Sim,Não,Sim,800.0,Norte
12008,15,Sim,Sim,Sim,450.0,Norte
12009,15,Sim,Não,Sim,300.0,Norte
12011,15,Sim,Sim,Sim,1000.0,Norte
12014,15,Sim,Sim,Sim,394.0,Norte
12015,15,Sim,Não,Sim,633.0,Norte
12016,15,Sim,Sim,Sim,4020.0,Norte
12017,15,Sim,Não,Sim,705.0,Norte
12018,15,Sim,Não,Sim,164.0,Norte
12020,15,Sim,Não,Sim,196.0,Norte
12021,15,Sim,Não,Sim,2650.0,Norte
12022,15,Sim,Sim,Sim,315.0,Norte
12023,15,Sim,Não,Sim,2250.0,Norte
12024,15,Sim,Sim,Sim,394.0,Norte
12025,15,Sim,Sim,Sim,850.0,Norte
12028,15,Sim,Sim,Sim,962.0,Norte
12029,15,Sim,Não,Sim,1600.0,Norte
12030,15,Sim,Não,Sim,2500.0,Norte
12033,15,Sim,Não,Sim,788.0,Norte
12034,15,Sim,Não,Sim,414.0,Norte
12035,15,Sim,Não,Sim,788.0,Norte
12036,15,Sim,Não,Sim,546.0,Norte
12037,15,Sim,Não,Sim,368.0,Norte
12038,15,Sim,Sim,Sim,300.0,Norte
12039,15,Sim,Não,Sim,806.0,Norte
12040,15,Sim,Sim,Sim,2716.0,Norte
12041,15,Sim,Não,Sim,1500.0,Norte
12042,15,Sim,Não,Sim,422.0,Norte
12043,15,Sim,Sim,Sim,270.0,Norte
12045,15,Sim,Não,Sim,1666.0,Norte
12046,15,Sim,Não,Sim,1894.0,Norte
12047,15,Sim,Não,Sim,657.0,Norte
12048,15,Sim,Sim,Sim,696.0,Norte
12049,15,Sim,Não,Sim,249.0,Norte
12050,15,Sim,Sim,Sim,295.0,Norte
12051,15,Sim,Sim,Sim,1900.0,Norte
12054,15,Sim,Não,Sim,250.0,Norte
12055,15,Sim,Não,Sim,925.0,Norte
12056,15,Sim,Sim,Sim,182.0,Norte
12057,15,Sim,Sim,Sim,935.0,Norte
12058,15,Sim,Não,Sim,2400.0,Norte
12060,15,Sim,Não,Sim,265.0,Norte
12061,15,Sim,Não,Sim,614.0,Norte
12062,15,Sim,Sim,Sim,396.0,Norte
12065,15,Sim,Sim,Sim,625.0,Norte
12067,15,Sim,Sim,Sim,473.0,Norte
12070,15,Sim,Sim,Sim,1166.0,Norte
12072,15,Sim,Sim,Sim,575.0,Norte
12077,15,Sim,Sim,Sim,697.0,Norte
12078,15,Sim,Não,Sim,1000.0,Norte
12083,15,Sim,Sim,Sim,500.0,Norte
12084,15,Sim,Sim,Sim,541.0,Norte
12092,15,Sim,Sim,Sim,1092.0,Norte
12094,15,Sim,Não,Sim,450.0,Norte
12095,15,Sim,Não,Sim,446.0,Norte
12098,15,Sim,Sim,Sim,531.0,Norte
12099,15,Sim,Não,Sim,925.0,Norte
12101,15,Sim,Sim,Sim,252.0,Norte
12102,15,Sim,Sim,Sim,206.0,Norte
12103,15,Sim,Sim,Sim,1579.0,Norte
12104,15,Sim,Sim,Sim,463.0,Norte
12105,15,Sim,Não,Sim,788.0,Norte
12106,15,Sim,Sim,Sim,788.0,Norte
12109,15,Sim,Sim,Sim,575.0,Norte
12112,15,Sim,Sim,Sim,788.0,Norte
12113,15,Sim,Não,Sim,282.0,Norte
12114,15,Sim,Sim,Sim,300.0,Norte
12115,15,Sim,Não,Sim,526.0,Norte
12116,15,Sim,Sim,Sim,1160.0,Norte
12118,15,Sim,Sim,Sim,420.0,Norte
12120,15,Sim,Sim,Sim,271.0,Norte
12123,15,Sim,Sim,Sim,648.0,Norte
12125,15,Sim,Não,Sim,557.0,Norte
12126,15,Não,Não,Sim,788.0,Norte
12127,15,Sim,Não,Sim,166.0,Norte
12128,15,Sim,Não,Sim,926.0,Norte
12130,15,Sim,Sim,Sim,572.0,Norte
12131,15,Sim,Não,Sim,394.0,Norte
12132,15,Sim,Não,Sim,525.0,Norte
12134,15,Não,Sim,Sim,394.0,Norte
12135,15,Sim,Não,Não,500.0,Norte
12136,15,Sim,Sim,Sim,697.0,Norte
12138,15,Sim,Não,Sim,733.0,Norte
12139,15,Sim,Sim,Sim,1400.0,Norte
12140,15,Sim,Não,Sim,397.0,Norte
12141,15,Não,Sim,Sim,1262.0,Norte
12142,15,Sim,Não,Sim,325.0,Norte
12143,15,Sim,Sim,Sim,812.0,Norte
12146,15,Sim,Sim,Sim,111.0,Norte
12149,15,Sim,Sim,Sim,975.0,Norte
12150,15,Não,Sim,Sim,500.0,Norte
12151,15,Sim,Sim,Sim,225.0,Norte
12152,15,Sim,Não,Sim,500.0,Norte
12153,15,Sim,Sim,Sim,83.0,Norte
12154,15,Sim,Não,Sim,944.0,Norte
12156,15,Sim,Sim,Sim,1200.0,Norte
12157,15,Sim,Sim,Sim,1050.0,Norte
12158,15,Não,Não,Sim,788.0,Norte
12159,15,Sim,Não,Sim,600.0,Norte
12160,15,Sim,Não,Sim,370.0,Norte
12161,15,Sim,Não,Sim,525.0,Norte
12162,15,Sim,Sim,Sim,225.0,Norte
12163,15,Sim,Sim,Sim,358.0,Norte
12164,15,Sim,Não,Sim,394.0,Norte
12165,15,Sim,Sim,Sim,652.0,Norte
12166,15,Sim,Não,Sim,658.0,Norte
12167,15,Sim,Não,Sim,788.0,Norte
12168,15,Sim,Não,Sim,5090.0,Norte
12169,15,Sim,Não,Sim,788.0,Norte
12170,15,Sim,Não,Sim,309.0,Norte
12173,15,Sim,Sim,Sim,788.0,Norte
12174,15,Sim,Sim,Sim,2200.0,Norte
12175,15,Sim,Não,Sim,675.0,Norte
12176,15,Sim,Sim,Sim,788.0,Norte
12177,15,Sim,Não,Sim,225.0,Norte
12178,15,Sim,Sim,Sim,90.0,Norte
12179,15,Sim,Sim,Sim,200.0,Norte
12180,15,Sim,Não,Não,197.0,Norte
12181,15,Sim,Sim,Sim,833.0,Norte
12183,15,Sim,Não,Sim,596.0,Norte
12184,15,Sim,Sim,Sim,1125.0,Norte
12186,15,Sim,Não,Sim,333.0,Norte
12187,15,Sim,Não,Sim,561.0,Norte
12188,15,Sim,Sim,Sim,396.0,Norte
12189,15,Sim,Não,Sim,496.0,Norte
12190,15,Sim,Sim,Sim,411.0,Norte
12191,15,Sim,Não,Sim,1394.0,Norte
12192,15,Sim,Sim,Sim,1144.0,Norte
12193,15,Sim,Não,Sim,729.0,Norte
12194,15,Sim,Sim,Sim,3666.0,Norte
12197,15,Sim,Não,Sim,597.0,Norte
12198,15,Sim,Sim,Sim,952.0,Norte
12200,15,Sim,Não,Sim,275.0,Norte
12202,15,Sim,Sim,Sim,3000.0,Norte
12203,15,Sim,Não,Sim,450.0,Norte
12205,15,Sim,Não,Sim,509.0,Norte
12206,15,Sim,Não,Sim,788.0,Norte
12207,15,Sim,Não,Sim,900.0,Norte
12208,15,Sim,Sim,Sim,297.0,Norte
12209,15,Sim,Não,Sim,425.0,Norte
12210,15,Sim,Sim,Sim,526.0,Norte
12211,15,Sim,Não,Sim,910.0,Norte
12212,15,Sim,Não,Sim,137.0,Norte
12214,15,Sim,Sim,Sim,1125.0,Norte
12215,15,Sim,Sim,Sim,850.0,Norte
12216,15,Sim,Não,Sim,500.0,Norte
12217,15,Não,Sim,Sim,394.0,Norte
12218,15,Sim,Sim,Sim,237.0,Norte
12219,15,Sim,Não,Sim,287.0,Norte
12221,15,Sim,Sim,Sim,592.0,Norte
12224,15,Sim,Não,Sim,1250.0,Norte
12225,15,Sim,Não,Sim,200.0,Norte
12226,15,Sim,Sim,Sim,75.0,Norte
12227,15,Sim,Sim,Sim,904.0,Norte
12228,15,Sim,Sim,Não,551.0,Norte
12229,15,Sim,Não,Sim,112.0,Norte
12230,15,Sim,Não,Sim,170.0,Norte
12231,15,Sim,Não,Sim,758.0,Norte
12232,15,Sim,Sim,Sim,788.0,Norte
12233,15,Sim,Sim,Sim,510.0,Norte
12235,15,Sim,Sim,Sim,894.0,Norte
12236,15,Sim,Sim,Sim,410.0,Norte
12237,15,Sim,Sim,Sim,1000.0,Norte
12238,15,Sim,Sim,Sim,1166.0,Norte
12240,15,Sim,Sim,Sim,300.0,Norte
12242,15,Sim,Sim,Sim,1638.0,Norte
12243,15,Sim,Sim,Sim,250.0,Norte
12244,15,Sim,Sim,Sim,1333.0,Norte
12245,15,Sim,Não,Sim,300.0,Norte
12247,15,Sim,Não,Sim,780.0,Norte
12248,15,Sim,Não,Sim,262.0,Norte
12249,15,Sim,Sim,Sim,933.0,Norte
12250,15,Não,Não,Sim,515.0,Norte
12251,15,Sim,Sim,Não,662.0,Norte
12252,15,Sim,Sim,Sim,1100.0,Norte
12253,15,Sim,Sim,Sim,500.0,Norte
12254,15,Sim,Sim,Sim,686.0,Norte
12255,15,Sim,Não,Sim,444.0,Norte
12256,15,Sim,Não,Sim,655.0,Norte
12257,15,Sim,Sim,Sim,829.0,Norte
12258,15,Sim,Sim,Sim,420.0,Norte
12259,15,Sim,Não,Sim,569.0,Norte
12260,15,Sim,Não,Não,457.0,Norte
12261,15,Sim,Não,Sim,424.0,Norte
12262,15,Sim,Não,Sim,240.0,Norte
12263,15,Sim,Sim,Sim,394.0,Norte
12264,15,Sim,Não,Sim,619.0,Norte
12265,15,Sim,Não,Sim,919.0,Norte
12266,15,Sim,Não,Sim,600.0,Norte
12267,15,Sim,Não,Sim,1144.0,Norte
12268,15,Sim,Não,Sim,569.0,Norte
12269,15,Sim,Sim,Sim,1296.0,Norte
12271,15,Sim,Sim,Sim,759.0,Norte
12272,15,Sim,Não,Sim,594.0,Norte
12273,15,Sim,Sim,Sim,788.0,Norte
12276,15,Sim,Não,Sim,405.0,Norte
12277,15,Sim,Não,Sim,525.0,Norte
12278,15,Sim,Não,Sim,3366.0,Norte
12279,15,Sim,Sim,Sim,2300.0,Norte
12280,15,Sim,Sim,Sim,3200.0,Norte
12281,15,Sim,Sim,Sim,2157.0,Norte
12282,15,Sim,Não,Sim,394.0,Norte
12283,15,Sim,Sim,Sim,1500.0,Norte
12284,15,Sim,Sim,Sim,1450.0,Norte
12285,15,Sim,Não,Sim,848.0,Norte
12286,15,Sim,Sim,Sim,1850.0,Norte
12287,15,Sim,Não,Sim,1194.0,Norte
12289,15,Sim,Não,Sim,6200.0,Norte
12290,15,Sim,Sim,Sim,2550.0,Norte
12291,15,Sim,Sim,Não,1305.0,Norte
12292,15,Sim,Não,Sim,2496.0,Norte
12293,15,Sim,Não,Sim,2500.0,Norte
12294,15,Sim,Não,Sim,416.0,Norte
12295,15,Sim,Não,Sim,400.0,Norte
12297,15,Sim,Sim,Sim,2750.0,Norte
12299,15,Sim,Sim,Sim,4720.0,Norte
12300,15,Sim,Sim,Sim,566.0,Norte
12302,15,Sim,Sim,Sim,400.0,Norte
12304,15,Sim,Não,Sim,600.0,Norte
12305,15,Sim,Não,Sim,529.0,Norte
12306,15,Sim,Sim,Sim,262.0,Norte
12310,15,Sim,Sim,Sim,1900.0,Norte
12311,15,Não,Não,Sim,788.0,Norte
12313,15,Sim,Não,Sim,375.0,Norte
12314,15,Sim,Sim,Sim,560.0,Norte
12315,15,Sim,Sim,Sim,800.0,Norte
12317,15,Sim,Sim,Sim,408.0,Norte
12318,15,Sim,Não,Sim,187.0,Norte
12319,15,Não,Não,Não,1000.0,Norte
12320,15,Sim,Não,Sim,250.0,Norte
12321,15,Sim,Sim,Sim,577.0,Norte
12322,15,Sim,Sim,Sim,669.0,Norte
12323,15,Sim,Não,Sim,669.0,Norte
12326,15,Sim,Sim,Sim,746.0,Norte
12327,15,Sim,Não,Sim,1080.0,Norte
12328,15,Sim,Não,Sim,581.0,Norte
12329,15,Sim,Não,Sim,572.0,Norte
12330,15,Sim,Não,Sim,850.0,Norte
12331,15,Sim,Não,Sim,904.0,Norte
12332,15,Sim,Sim,Sim,647.0,Norte
12333,15,Sim,Não,Sim,262.0,Norte
12335,15,Sim,Não,Sim,418.0,Norte
12336,15,Sim,Sim,Sim,647.0,Norte
12337,15,Sim,Sim,Sim,780.0,Norte
12338,15,Sim,Sim,Sim,500.0,Norte
12339,15,Sim,Sim,Sim,302.0,Norte
12341,15,Sim,Sim,Sim,320.0,Norte
12349,15,Sim,Não,Sim,630.0,Norte
12351,15,Sim,Não,Sim,634.0,Norte
12352,15,Sim,Não,Sim,500.0,Norte
12353,15,Sim,Sim,Sim,488.0,Norte
12354,15,Sim,Não,Sim,694.0,Norte
12355,15,Sim,Sim,Sim,394.0,Norte
12356,15,Sim,Sim,Sim,394.0,Norte
12357,15,Sim,Não,Sim,1244.0,Norte
12358,15,Sim,Sim,Sim,769.0,Norte
12359,15,Sim,Sim,Sim,555.0,Norte
12360,15,Sim,Não,Sim,1182.0,Norte
12361,15,Sim,Sim,Sim,54.0,Norte
12363,15,Sim,Não,Sim,766.0,Norte
12364,15,Sim,Não,Sim,444.0,Norte
12366,15,Sim,Não,Sim,596.0,Norte
12367,15,Sim,Não,Sim,469.0,Norte
12368,15,Sim,Sim,Sim,462.0,Norte
12369,15,Sim,Não,Sim,574.0,Norte
12370,15,Sim,Não,Sim,1100.0,Norte
12371,15,Sim,Não,Sim,400.0,Norte
12372,15,Sim,Sim,Sim,500.0,Norte
12373,15,Sim,Não,Sim,762.0,Norte
12374,15,Sim,Não,Sim,584.0,Norte
12375,15,Sim,Sim,Sim,646.0,Norte
12376,15,Sim,Sim,Sim,383.0,Norte
12377,15,Sim,Sim,Sim,251.0,Norte
12378,15,Sim,Não,Sim,529.0,Norte
12380,15,Sim,Não,Sim,1133.0,Norte
12381,15,Sim,Sim,Sim,469.0,Norte
12382,15,Sim,Sim,Sim,350.0,Norte
12384,15,Sim,Sim,Sim,450.0,Norte
12385,15,Sim,Não,Sim,1062.0,Norte
12386,15,Sim,Sim,Sim,208.0,Norte
12388,15,Sim,Sim,Sim,364.0,Norte
12389,15,Sim,Não,Sim,557.0,Norte
12390,15,Sim,Sim,Sim,750.0,Norte
12391,15,Sim,Sim,Sim,666.0,Norte
12392,15,Sim,Sim,Sim,433.0,Norte
12394,15,Sim,Não,Sim,236.0,Norte
12396,15,Sim,Não,Sim,438.0,Norte
12397,15,Sim,Sim,Sim,409.0,Norte
12398,15,Sim,Sim,Sim,806.0,Norte
12399,15,Sim,Sim,Sim,805.0,Norte
12400,15,Sim,Não,Sim,986.0,Norte
12401,15,Sim,Sim,Sim,1617.0,Norte
12402,15,Sim,Não,Sim,456.0,Norte
12403,15,Sim,Não,Sim,384.0,Norte
12405,15,Sim,Sim,Sim,303.0,Norte
12406,15,Sim,Não,Sim,1035.0,Norte
12407,15,Sim,Sim,Sim,122.0,Norte
12408,15,Sim,Sim,Sim,688.0,Norte
12409,15,Sim,Não,Sim,713.0,Norte
12411,15,Sim,Sim,Sim,516.0,Norte
12413,15,Sim,Não,Sim,312.0,Norte
12414,15,Sim,Não,Sim,534.0,Norte
12415,15,Sim,Sim,Sim,380.0,Norte
12416,15,Sim,Não,Sim,1029.0,Norte
12417,15,Sim,Não,Sim,2416.0,Norte
12419,15,Sim,Não,Sim,622.0,Norte
12420,15,Sim,Não,Sim,591.0,Norte
12421,15,Sim,Não,Sim,300.0,Norte
12422,15,Sim,Não,Sim,394.0,Norte
12424,15,Sim,Não,Sim,925.0,Norte
12425,15,Sim,Não,Sim,300.0,Norte
12427,15,Sim,Sim,Sim,344.0,Norte
12428,15,Sim,Não,Sim,1250.0,Norte
12430,15,Sim,Não,Não,385.0,Norte
12431,15,Sim,Não,Sim,3388.0,Norte
12433,15,Sim,Sim,Sim,560.0,Norte
12434,15,Sim,Não,Sim,1100.0,Norte
12437,15,Sim,Sim,Sim,800.0,Norte
12438,15,Sim,Sim,Sim,394.0,Norte
12439,15,Sim,Sim,Sim,1147.0,Norte
12440,15,Sim,Não,Sim,414.0,Norte
12441,15,Sim,Não,Sim,1680.0,Norte
12442,15,Sim,Sim,Sim,1088.0,Norte
12443,15,Sim,Não,Sim,505.0,Norte
12444,15,Sim,Não,Sim,596.0,Norte
12445,15,Sim,Sim,Sim,2700.0,Norte
12447,15,Sim,Não,Sim,4729.0,Norte
12448,15,Sim,Sim,Sim,955.0,Norte
12449,15,Sim,Não,Sim,788.0,Norte
12450,15,Sim,Sim,Sim,788.0,Norte
12451,15,Sim,Sim,Sim,3288.0,Norte
